Date,Year,Month,Recession,Consumer_Confidence,Seasonality_Weight,Price,Advertising_Expenditure,Competition,GDP,Growth_Rate,unemployment_rate,Automobile_Sales,Vehicle_Type,City
2012-08-31,2012,Aug,0,111.12,0.25,24455,1181.0,7,69.28,0.28,1.4,4310.0,SmallFamilyCar,Illinois
2012-08-31,2012,Aug,0,111.12,0.25,16347,1181.0,7,69.28,0.28,1.4,4319.0,SuperMiniCar,Illinois
2012-08-31,2012,Aug,0,111.12,0.25,73327,1181.0,7,69.28,0.28,1.4,4336.0,Sports,Illinois
2012-09-30,2012,Sep,0,78.49,0.96,73394,3516.0,3,47.5,-0.46,1.9,6512.0,Sports,California
2012-09-30,2012,Sep,0,78.49,0.8,18681,3516.0,3,47.5,-0.46,1.9,6475.0,SuperMiniCar,California
2012-09-30,2012,Sep,0,78.49,0.78,32599,3516.0,3,47.5,-0.46,1.9,6505.0,MediumFamilyCar,California
2012-09-30,2012,Sep,0,78.49,0.76,51906,3516.0,3,47.5,-0.46,1.9,6468.0,ExecutiveCar,California
2012-10-31,2012,Oct,0,117.68,0.69,18173,1909.0,5,33.25,-0.43,2.2,1670.0,SuperMiniCar,New York
2012-10-31,2012,Oct,0,117.68,0.67,34033,1909.0,5,33.25,-0.43,2.2,1668.0,MediumFamilyCar,New York
2012-10-31,2012,Oct,0,117.68,0.63,78319,1909.0,5,33.25,-0.43,2.2,1589.0,Sports,New York
2012-10-31,2012,Oct,0,117.68,0.63,56254,1909.0,5,33.25,-0.43,2.2,1587.0,ExecutiveCar,New York
2012-11-30,2012,Nov,0,100.42,0.81,38428,3782.0,9,50.07,0.34,2.7,765.0,MediumFamilyCar,Georgia
2012-11-30,2012,Nov,0,100.42,0.87,27390,3782.0,9,50.07,0.34,2.7,751.0,SmallFamilyCar,Georgia
2012-11-30,2012,Nov,0,100.42,0.86,50760,3782.0,9,50.07,0.34,2.7,731.0,ExecutiveCar,Georgia
2012-11-30,2012,Nov,0,100.42,0.88,19589,3782.0,9,50.07,0.34,2.7,730.0,SuperMiniCar,Georgia
2012-12-31,2012,Dec,0,97.68,1.31,31304,1822.0,8,19.63,-1.55,1.3,12835.0,MediumFamilyCar,Illinois
2012-12-31,2012,Dec,0,97.68,1.11,27009,1822.0,8,19.63,-1.55,1.3,12910.0,SmallFamilyCar,Illinois
2012-12-31,2012,Dec,0,97.68,1.04,57830,1822.0,8,19.63,-1.55,1.3,3903.0,ExecutiveCar,Illinois
2012-12-31,2012,Dec,0,97.68,1.39,71816,1822.0,8,19.63,-1.55,1.3,3825.0,Sports,Illinois
2013-01-31,2013,Jan,0,104.51,0.41,57350,1943.0,5,64.04,0.69,2.7,556.0,ExecutiveCar,New York
2013-01-31,2013,Jan,0,104.51,0.38,75854,1943.0,5,64.04,0.69,2.7,578.0,Sports,New York
2013-01-31,2013,Jan,0,104.51,0.45,16667,1943.0,5,64.04,0.69,2.7,558.0,SuperMiniCar,New York
2013-01-31,2013,Jan,0,104.51,0.39,24795,1943.0,5,64.04,0.69,2.7,560.0,SmallFamilyCar,New York
2013-01-31,2013,Jan,0,104.51,0.42,37368,1943.0,5,64.04,0.69,2.7,546.0,MediumFamilyCar,New York
2013-02-28,2013,Feb,0,89.51,0.38,76709,3001.0,9,41.68,-0.54,2.4,326.0,Sports,California
2013-02-28,2013,Feb,0,89.51,0.46,24543,3001.0,9,41.68,-0.54,2.4,333.0,SmallFamilyCar,California
2013-02-28,2013,Feb,0,89.51,0.44,56238,3001.0,9,41.68,-0.54,2.4,338.0,ExecutiveCar,California
2013-03-31,2013,Mar,0,100.03,0.93,56090,3054.0,7,38.56,-0.08,2.4,3124.0,ExecutiveCar,Illinois
2013-03-31,2013,Mar,0,100.03,0.95,16637,3054.0,7,38.56,-0.08,2.4,3102.0,SuperMiniCar,Illinois
2013-03-31,2013,Mar,0,100.03,0.77,26999,3054.0,7,38.56,-0.08,2.4,3120.0,SmallFamilyCar,Illinois
2013-03-31,2013,Mar,0,100.03,0.94,70569,3054.0,7,38.56,-0.08,2.4,3075.0,Sports,Illinois
2013-03-31,2013,Mar,0,100.03,0.81,35877,3054.0,7,38.56,-0.08,2.4,3099.0,MediumFamilyCar,Illinois
2013-04-30,2013,Apr,0,116.2,1.0,31301,1329.0,8,46.48,0.17,1.3,4006.0,MediumFamilyCar,Georgia
2013-04-30,2013,Apr,0,116.2,1.0,75442,1329.0,8,46.48,0.17,1.3,4005.0,Sports,Georgia
2013-04-30,2013,Apr,0,116.2,1.0,56031,1329.0,8,46.48,0.17,1.3,4056.0,ExecutiveCar,Georgia
2013-04-30,2013,Apr,0,116.2,1.0,26508,1329.0,8,46.48,0.17,1.3,4043.0,SmallFamilyCar,Georgia
2013-05-31,2013,May,0,106.22,0.97,71895,1774.0,9,48.74,0.05,1.7,3092.0,Sports,Georgia
2013-05-31,2013,May,0,106.22,0.89,24770,1774.0,9,48.74,0.05,1.7,3068.0,SmallFamilyCar,Georgia
2013-05-31,2013,May,0,106.22,0.95,32541,1774.0,9,48.74,0.05,1.7,3068.0,MediumFamilyCar,Georgia
2013-06-30,2013,Jun,0,100.58,0.95,32051,4744.0,6,16.66,-1.92,1.4,2910.0,MediumFamilyCar,Illinois
2013-06-30,2013,Jun,0,100.58,0.91,57687,4744.0,6,16.66,-1.92,1.4,2916.0,ExecutiveCar,Illinois
2013-06-30,2013,Jun,0,100.58,0.87,72733,4744.0,6,16.66,-1.92,1.4,2839.0,Sports,Illinois
2013-06-30,2013,Jun,0,100.58,0.97,21007,4744.0,6,16.66,-1.92,1.4,2917.0,SmallFamilyCar,Illinois
2013-06-30,2013,Jun,0,100.58,0.75,19114,4744.0,6,16.66,-1.92,1.4,2838.0,SuperMiniCar,Illinois
2013-07-31,2013,Jul,0,100.9,0.5,59091,3198.0,9,52.09,0.68,2.5,3472.0,ExecutiveCar,Illinois
2013-07-31,2013,Jul,0,100.9,0.5,18553,3198.0,9,52.09,0.68,2.5,3460.0,SuperMiniCar,Illinois
2013-07-31,2013,Jul,0,100.9,0.5,25445,3198.0,9,52.09,0.68,2.5,3461.0,SmallFamilyCar,Illinois
2013-07-31,2013,Jul,0,100.9,0.5,73863,3198.0,9,52.09,0.68,2.5,3414.0,Sports,Illinois
2013-07-31,2013,Jul,0,100.9,0.5,36809,3198.0,9,52.09,0.68,2.5,3426.0,MediumFamilyCar,Illinois
2013-08-31,2013,Aug,0,88.19,0.25,16000,4156.0,3,26.53,-0.96,1.8,1554.0,SuperMiniCar,California
2013-08-31,2013,Aug,0,88.19,0.25,38633,4156.0,3,26.53,-0.96,1.8,1549.0,MediumFamilyCar,California
2013-08-31,2013,Aug,0,88.19,0.25,77455,4156.0,3,26.53,-0.96,1.8,1572.0,Sports,California
2013-09-30,2013,Sep,0,98.5,0.81,15850,1146.0,7,53.91,0.51,1.9,1522.0,SuperMiniCar,New York
2013-09-30,2013,Sep,0,98.5,0.97,38996,1146.0,7,53.91,0.51,1.9,1580.0,MediumFamilyCar,New York
2013-09-30,2013,Sep,0,98.5,0.78,74014,1146.0,7,53.91,0.51,1.9,1593.0,Sports,New York
2013-09-30,2013,Sep,0,98.5,0.91,59911,1146.0,7,53.91,0.51,1.9,1609.0,ExecutiveCar,New York
2013-09-30,2013,Sep,0,98.5,0.78,22514,1146.0,7,53.91,0.51,1.9,1605.0,SmallFamilyCar,New York
2013-10-31,2013,Oct,0,83.66,0.66,26557,4695.0,9,60.21,0.1,1.3,3940.0,SmallFamilyCar,New York
2013-10-31,2013,Oct,0,83.66,0.61,58472,4695.0,9,60.21,0.1,1.3,3953.0,ExecutiveCar,New York
2013-10-31,2013,Oct,0,83.66,0.64,71686,4695.0,9,60.21,0.1,1.3,3948.0,Sports,New York
2013-10-31,2013,Oct,0,83.66,0.62,16388,4695.0,9,60.21,0.1,1.3,3955.0,SuperMiniCar,New York
2013-11-30,2013,Nov,0,110.22,0.87,30074,4452.0,4,59.13,-0.02,1.2,3295.0,MediumFamilyCar,California
2013-11-30,2013,Nov,0,110.22,0.88,51887,4452.0,4,59.13,-0.02,1.2,3286.0,ExecutiveCar,California
2013-11-30,2013,Nov,0,110.22,0.81,18712,4452.0,4,59.13,-0.02,1.2,3275.0,SuperMiniCar,California
2013-11-30,2013,Nov,0,110.22,0.84,23526,4452.0,4,59.13,-0.02,1.2,3319.0,SmallFamilyCar,California
2013-11-30,2013,Nov,0,110.22,0.84,73009,4452.0,4,59.13,-0.02,1.2,3289.0,Sports,California
2013-12-31,2013,Dec,0,78.14,1.16,24681,1914.0,4,44.54,-0.33,3.0,4869.0,SmallFamilyCar,New York
2013-12-31,2013,Dec,0,78.14,1.0,53266,1914.0,4,44.54,-0.33,3.0,4872.0,ExecutiveCar,New York
2013-12-31,2013,Dec,0,78.14,1.33,16367,1914.0,4,44.54,-0.33,3.0,4865.0,SuperMiniCar,New York
2013-12-31,2013,Dec,0,78.14,1.19,36981,1914.0,4,44.54,-0.33,3.0,4907.0,MediumFamilyCar,New York
2013-12-31,2013,Dec,0,78.14,1.38,77806,1914.0,4,44.54,-0.33,3.0,4847.0,Sports,New York
2014-01-31,2014,Jan,0,108.55,0.41,15821,2571.0,3,42.67,-0.04,1.7,378.0,SuperMiniCar,Illinois
2014-01-31,2014,Jan,0,108.55,0.43,50666,2571.0,3,42.67,-0.04,1.7,377.0,ExecutiveCar,Illinois
2014-01-31,2014,Jan,0,108.55,0.43,35475,2571.0,3,42.67,-0.04,1.7,376.0,MediumFamilyCar,Illinois
2014-01-31,2014,Jan,0,108.55,0.38,70154,2571.0,3,42.67,-0.04,1.7,350.0,Sports,Illinois
2014-01-31,2014,Jan,0,108.55,0.4,25352,2571.0,3,42.67,-0.04,1.7,352.0,SmallFamilyCar,Illinois
2014-02-28,2014,Feb,0,109.79,0.44,21247,2308.0,6,20.79,-1.05,2.9,2142.0,SmallFamilyCar,Illinois
2014-02-28,2014,Feb,0,109.79,0.43,38232,2308.0,6,20.79,-1.05,2.9,2146.0,MediumFamilyCar,Illinois
2014-02-28,2014,Feb,0,109.79,0.44,54188,2308.0,6,20.79,-1.05,2.9,2128.0,ExecutiveCar,Illinois
2014-03-31,2014,Mar,0,113.19,0.82,25089,3747.0,7,57.47,0.64,1.9,5380.0,SmallFamilyCar,Illinois
2014-03-31,2014,Mar,0,113.19,0.96,15454,3747.0,7,57.47,0.64,1.9,5392.0,SuperMiniCar,Illinois
2014-03-31,2014,Mar,0,113.19,0.83,71409,3747.0,7,57.47,0.64,1.9,5382.0,Sports,Illinois
2014-04-30,2014,Apr,0,100.87,1.0,16624,1081.0,5,28.24,-1.03,2.4,3041.0,SuperMiniCar,Georgia
2014-04-30,2014,Apr,0,100.87,1.0,70784,1081.0,5,28.24,-1.03,2.4,3003.0,Sports,Georgia
2014-04-30,2014,Apr,0,100.87,1.0,50671,1081.0,5,28.24,-1.03,2.4,3074.0,ExecutiveCar,Georgia
2014-05-31,2014,May,0,109.17,0.8,37184,1513.0,3,41.31,0.32,2.4,3269.0,MediumFamilyCar,New York
2014-05-31,2014,May,0,109.17,0.88,23902,1513.0,3,41.31,0.32,2.4,3329.0,SmallFamilyCar,New York
2014-05-31,2014,May,0,109.17,0.84,78096,1513.0,3,41.31,0.32,2.4,3278.0,Sports,New York
2014-06-30,2014,Jun,0,98.4,0.97,56777,2920.0,6,28.99,-0.43,2.3,5472.474999999999,ExecutiveCar,New York
2014-06-30,2014,Jun,0,98.4,0.77,35796,2920.0,6,28.99,-0.43,2.3,5472.474999999999,MediumFamilyCar,New York
2014-06-30,2014,Jun,0,98.4,0.85,21435,2920.0,6,28.99,-0.43,2.3,5472.474999999999,SmallFamilyCar,New York
2014-07-31,2014,Jul,0,88.13,0.5,20571,3862.0,5,20.26,-0.43,1.8,3124.0,SmallFamilyCar,California
2014-07-31,2014,Jul,0,88.13,0.5,57570,3862.0,5,20.26,-0.43,1.8,3109.0,ExecutiveCar,California
2014-07-31,2014,Jul,0,88.13,0.5,17772,3862.0,5,20.26,-0.43,1.8,3173.0,SuperMiniCar,California
2014-07-31,2014,Jul,0,88.13,0.5,37141,3862.0,5,20.26,-0.43,1.8,3158.0,MediumFamilyCar,California
2014-07-31,2014,Jul,0,88.13,0.5,77560,3862.0,5,20.26,-0.43,1.8,3142.0,Sports,California
2014-08-31,2014,Aug,0,115.31,0.25,57956,3756.0,4,49.01,0.59,2.3,3164.0,ExecutiveCar,Illinois
2014-08-31,2014,Aug,0,115.31,0.25,18726,3756.0,4,49.01,0.59,2.3,3144.0,SuperMiniCar,Illinois
2014-08-31,2014,Aug,0,115.31,0.25,31622,3756.0,4,49.01,0.59,2.3,3152.0,MediumFamilyCar,Illinois
2014-09-30,2014,Sep,0,99.03,0.78,77343,2939.0,4,15.65,-2.13,1.5,5472.474999999999,Sports,Illinois
2014-09-30,2014,Sep,0,99.03,0.98,22382,2939.0,4,15.65,-2.13,1.5,5472.474999999999,SmallFamilyCar,Illinois
2014-09-30,2014,Sep,0,99.03,0.83,18147,2939.0,4,15.65,-2.13,1.5,5472.474999999999,SuperMiniCar,Illinois
2014-10-31,2014,Oct,0,85.9,0.61,77206,4594.0,5,55.92,0.72,2.2,3943.0,Sports,New York
2014-10-31,2014,Oct,0,85.9,0.62,38041,4594.0,5,55.92,0.72,2.2,3926.0,MediumFamilyCar,New York
2014-10-31,2014,Oct,0,85.9,0.62,55124,4594.0,5,55.92,0.72,2.2,3918.0,ExecutiveCar,New York
2014-11-30,2014,Nov,0,95.33,0.84,30341,1745.0,3,30.92,-0.81,2.9,2553.0,MediumFamilyCar,Georgia
2014-11-30,2014,Nov,0,95.33,0.9,55585,1745.0,3,30.92,-0.81,2.9,2465.0,ExecutiveCar,Georgia
2014-11-30,2014,Nov,0,95.33,0.86,75596,1745.0,3,30.92,-0.81,2.9,2533.0,Sports,Georgia
2014-11-30,2014,Nov,0,95.33,0.8,21245,1745.0,3,30.92,-0.81,2.9,2511.0,SmallFamilyCar,Georgia
2014-12-31,2014,Dec,0,95.73,1.47,32074,4070.0,4,12.51,-1.47,1.4,5760.0,MediumFamilyCar,Illinois
2014-12-31,2014,Dec,0,95.73,1.27,19089,4070.0,4,12.51,-1.47,1.4,5723.0,SuperMiniCar,Illinois
2014-12-31,2014,Dec,0,95.73,1.2,75801,4070.0,4,12.51,-1.47,1.4,5769.0,Sports,Illinois
2014-12-31,2014,Dec,0,95.73,1.08,22084,4070.0,4,12.51,-1.47,1.4,5790.0,SmallFamilyCar,Illinois
2015-01-31,2015,Jan,0,104.62,0.39,19806,2409.0,7,42.14,0.7,2.4,1135.0,SuperMiniCar,New York
2015-01-31,2015,Jan,0,104.62,0.43,37992,2409.0,7,42.14,0.7,2.4,1142.0,MediumFamilyCar,New York
2015-01-31,2015,Jan,0,104.62,0.42,72806,2409.0,7,42.14,0.7,2.4,1119.0,Sports,New York
2015-02-28,2015,Feb,0,123.47,0.38,17190,1706.0,8,15.22,-1.77,2.1,788.0,SuperMiniCar,California
2015-02-28,2015,Feb,0,123.47,0.45,30645,1706.0,8,15.22,-1.77,2.1,778.0,MediumFamilyCar,California
2015-02-28,2015,Feb,0,123.47,0.35,70537,1706.0,8,15.22,-1.77,2.1,804.0,Sports,California
2015-02-28,2015,Feb,0,123.47,0.37,25084,1706.0,8,15.22,-1.77,2.1,804.0,SmallFamilyCar,California
2015-02-28,2015,Feb,0,123.47,0.47,54777,1706.0,8,15.22,-1.77,2.1,769.0,ExecutiveCar,California
2015-03-31,2015,Mar,0,105.22,0.98,34263,1470.0,9,28.52,0.47,1.6,5016.0,MediumFamilyCar,Illinois
2015-03-31,2015,Mar,0,105.22,0.88,75986,1470.0,9,28.52,0.47,1.6,4993.0,Sports,Illinois
2015-03-31,2015,Mar,0,105.22,0.78,20277,1470.0,9,28.52,0.47,1.6,5049.0,SmallFamilyCar,Illinois
2015-03-31,2015,Mar,0,105.22,0.96,15916,1470.0,9,28.52,0.47,1.6,5004.0,SuperMiniCar,Illinois
2015-03-31,2015,Mar,0,105.22,0.77,53900,1470.0,9,28.52,0.47,1.6,5013.0,ExecutiveCar,Illinois
2015-04-30,2015,Apr,0,102.07,1.0,25315,4190.0,5,53.5,0.47,2.3,4682.0,SmallFamilyCar,New York
2015-04-30,2015,Apr,0,102.07,1.0,38801,4190.0,5,53.5,0.47,2.3,4624.0,MediumFamilyCar,New York
2015-04-30,2015,Apr,0,102.07,1.0,56677,4190.0,5,53.5,0.47,2.3,4712.0,ExecutiveCar,New York
2015-04-30,2015,Apr,0,102.07,1.0,18986,4190.0,5,53.5,0.47,2.3,4695.0,SuperMiniCar,New York
2015-04-30,2015,Apr,0,102.07,1.0,71841,4190.0,5,53.5,0.47,2.3,4694.0,Sports,New York
2015-05-31,2015,May,0,124.56,0.9,27059,1395.0,5,16.14,-2.32,2.9,4655.0,SmallFamilyCar,Georgia
2015-05-31,2015,May,0,124.56,0.84,36136,1395.0,5,16.14,-2.32,2.9,4645.0,MediumFamilyCar,Georgia
2015-05-31,2015,May,0,124.56,0.9,78716,1395.0,5,16.14,-2.32,2.9,4646.0,Sports,Georgia
2015-05-31,2015,May,0,124.56,0.86,17875,1395.0,5,16.14,-2.32,2.9,4675.0,SuperMiniCar,Georgia
2015-05-31,2015,May,0,124.56,0.81,56981,1395.0,5,16.14,-2.32,2.9,4635.0,ExecutiveCar,Georgia
2015-06-30,2015,Jun,0,109.79,0.85,56376,2555.0,4,61.18,0.74,2.3,3850.0,ExecutiveCar,Illinois
2015-06-30,2015,Jun,0,109.79,0.98,21887,2555.0,4,61.18,0.74,2.3,3895.0,SmallFamilyCar,Illinois
2015-06-30,2015,Jun,0,109.79,0.87,16440,2555.0,4,61.18,0.74,2.3,3915.0,SuperMiniCar,Illinois
2015-07-31,2015,Jul,0,102.54,0.5,24579,3308.0,3,12.72,-3.81,1.1,2844.0,SmallFamilyCar,California
2015-07-31,2015,Jul,0,102.54,0.5,19400,3308.0,3,12.72,-3.81,1.1,2841.0,SuperMiniCar,California
2015-07-31,2015,Jul,0,102.54,0.5,76971,3308.0,3,12.72,-3.81,1.1,2916.0,Sports,California
2015-07-31,2015,Jul,0,102.54,0.5,38646,3308.0,3,12.72,-3.81,1.1,2938.0,MediumFamilyCar,California
2015-08-31,2015,Aug,0,95.21,0.25,15735,1804.0,7,26.82,0.53,1.7,1446.0,SuperMiniCar,New York
2015-08-31,2015,Aug,0,95.21,0.25,75625,1804.0,7,26.82,0.53,1.7,1471.0,Sports,New York
2015-08-31,2015,Aug,0,95.21,0.25,50523,1804.0,7,26.82,0.53,1.7,1479.0,ExecutiveCar,New York
2015-08-31,2015,Aug,0,95.21,0.25,21265,1804.0,7,26.82,0.53,1.7,1472.0,SmallFamilyCar,New York
2015-08-31,2015,Aug,0,95.21,0.25,39900,1804.0,7,26.82,0.53,1.7,1484.0,MediumFamilyCar,New York
2015-09-30,2015,Sep,0,103.16,0.8,52393,1933.0,3,55.47,0.52,1.7,6792.0,ExecutiveCar,Georgia
2015-09-30,2015,Sep,0,103.16,0.96,72950,1933.0,3,55.47,0.52,1.7,6774.0,Sports,Georgia
2015-09-30,2015,Sep,0,103.16,0.76,27491,1933.0,3,55.47,0.52,1.7,6830.0,SmallFamilyCar,Georgia
2015-09-30,2015,Sep,0,103.16,0.78,32969,1933.0,3,55.47,0.52,1.7,6823.0,MediumFamilyCar,Georgia
2015-09-30,2015,Sep,0,103.16,0.79,18568,1933.0,3,55.47,0.52,1.7,6835.0,SuperMiniCar,Georgia
2015-10-31,2015,Oct,0,99.34,0.68,33028,2279.0,6,30.84,-0.8,1.7,4892.0,MediumFamilyCar,Georgia
2015-10-31,2015,Oct,0,99.34,0.66,18338,2279.0,6,30.84,-0.8,1.7,4863.0,SuperMiniCar,Georgia
2015-10-31,2015,Oct,0,99.34,0.67,24826,2279.0,6,30.84,-0.8,1.7,4934.0,SmallFamilyCar,Georgia
2015-10-31,2015,Oct,0,99.34,0.64,52593,2279.0,6,30.84,-0.8,1.7,4948.0,ExecutiveCar,Georgia
2015-10-31,2015,Oct,0,99.34,0.7,77992,2279.0,6,30.84,-0.8,1.7,4913.0,Sports,Georgia
2015-11-30,2015,Nov,0,100.91,0.84,18015,2757.0,6,18.41,-0.68,2.6,3398.0,SuperMiniCar,New York
2015-11-30,2015,Nov,0,100.91,0.86,26335,2757.0,6,18.41,-0.68,2.6,3405.0,SmallFamilyCar,New York
2015-11-30,2015,Nov,0,100.91,0.83,74780,2757.0,6,18.41,-0.68,2.6,3421.0,Sports,New York
2015-11-30,2015,Nov,0,100.91,0.82,37643,2757.0,6,18.41,-0.68,2.6,3439.0,MediumFamilyCar,New York
2015-12-31,2015,Dec,0,113.14,1.29,21040,1904.0,8,33.39,0.45,2.2,14961.0,SmallFamilyCar,California
2015-12-31,2015,Dec,0,113.14,1.32,72368,1904.0,8,33.39,0.45,2.2,5907.0,Sports,California
2015-12-31,2015,Dec,0,113.14,1.18,32681,1904.0,8,33.39,0.45,2.2,14916.0,MediumFamilyCar,California
2015-12-31,2015,Dec,0,113.14,1.37,59945,1904.0,8,33.39,0.45,2.2,5972.0,ExecutiveCar,California
2016-01-31,2016,Jan,0,94.6,0.42,26667,4297.0,4,28.18,-0.18,1.5,1876.0,SmallFamilyCar,Illinois
2016-01-31,2016,Jan,0,94.6,0.5,76655,4297.0,4,28.18,-0.18,1.5,1846.0,Sports,Illinois
2016-01-31,2016,Jan,0,94.6,0.36,17889,4297.0,4,28.18,-0.18,1.5,1866.0,SuperMiniCar,Illinois
2016-01-31,2016,Jan,0,94.6,0.5,33629,4297.0,4,28.18,-0.18,1.5,1872.0,MediumFamilyCar,Illinois
2016-01-31,2016,Jan,0,94.6,0.43,57240,4297.0,4,28.18,-0.18,1.5,1879.0,ExecutiveCar,Illinois
2016-02-29,2016,Feb,0,105.14,0.4,34225,2076.0,4,61.38,0.54,2.8,1595.0,MediumFamilyCar,New York
2016-02-29,2016,Feb,0,105.14,0.45,78173,2076.0,4,61.38,0.54,2.8,1584.0,Sports,New York
2016-02-29,2016,Feb,0,105.14,0.38,15961,2076.0,4,61.38,0.54,2.8,1568.0,SuperMiniCar,New York
2016-03-31,2016,Mar,0,109.49,0.81,56937,3987.0,4,30.67,-1.0,2.4,4522.0,ExecutiveCar,Georgia
2016-03-31,2016,Mar,0,109.49,0.95,74495,3987.0,4,30.67,-1.0,2.4,4480.0,Sports,Georgia
2016-03-31,2016,Mar,0,109.49,0.88,33067,3987.0,4,30.67,-1.0,2.4,4524.0,MediumFamilyCar,Georgia
2016-04-30,2016,Apr,0,93.38,1.0,17989,2890.0,8,58.26,0.47,2.4,2594.0,SuperMiniCar,California
2016-04-30,2016,Apr,0,93.38,1.0,35941,2890.0,8,58.26,0.47,2.4,2523.0,MediumFamilyCar,California
2016-04-30,2016,Apr,0,93.38,1.0,20917,2890.0,8,58.26,0.47,2.4,2580.0,SmallFamilyCar,California
2016-04-30,2016,Apr,0,93.38,1.0,56190,2890.0,8,58.26,0.47,2.4,2604.0,ExecutiveCar,California
2016-04-30,2016,Apr,0,93.38,1.0,79163,2890.0,8,58.26,0.47,2.4,2544.0,Sports,California
2016-05-31,2016,May,0,91.77,0.94,76002,2523.0,6,64.23,0.09,2.1,1385.0,Sports,California
2016-05-31,2016,May,0,91.77,0.84,55240,2523.0,6,64.23,0.09,2.1,1424.0,ExecutiveCar,California
2016-05-31,2016,May,0,91.77,0.96,31386,2523.0,6,64.23,0.09,2.1,1373.0,MediumFamilyCar,California
2016-06-30,2016,Jun,0,98.5,0.88,56493,4577.0,3,37.66,-0.71,1.0,7029.0,ExecutiveCar,Illinois
2016-06-30,2016,Jun,0,98.5,1.0,26544,4577.0,3,37.66,-0.71,1.0,7078.0,SmallFamilyCar,Illinois
2016-06-30,2016,Jun,0,98.5,0.9,76614,4577.0,3,37.66,-0.71,1.0,7122.0,Sports,Illinois
2016-07-31,2016,Jul,0,95.38,0.5,20885,3901.0,8,65.28,0.42,2.9,2175.0,SmallFamilyCar,Illinois
2016-07-31,2016,Jul,0,95.38,0.5,79358,3901.0,8,65.28,0.42,2.9,2205.0,Sports,Illinois
2016-07-31,2016,Jul,0,95.38,0.5,18848,3901.0,8,65.28,0.42,2.9,2220.0,SuperMiniCar,Illinois
2016-07-31,2016,Jul,0,95.38,0.5,52878,3901.0,8,65.28,0.42,2.9,2234.0,ExecutiveCar,Illinois
2016-07-31,2016,Jul,0,95.38,0.5,32866,3901.0,8,65.28,0.42,2.9,2195.0,MediumFamilyCar,Illinois
2016-08-31,2016,Aug,0,111.52,0.25,34788,2387.0,8,34.38,-0.9,2.0,4762.0,MediumFamilyCar,California
2016-08-31,2016,Aug,0,111.52,0.25,54143,2387.0,8,34.38,-0.9,2.0,4694.0,ExecutiveCar,California
2016-08-31,2016,Aug,0,111.52,0.25,16026,2387.0,8,34.38,-0.9,2.0,4686.0,SuperMiniCar,California
2016-09-30,2016,Sep,0,89.98,0.77,22752,2303.0,3,68.42,0.5,2.6,4831.0,SmallFamilyCar,Illinois
2016-09-30,2016,Sep,0,89.98,0.85,18865,2303.0,3,68.42,0.5,2.6,4803.0,SuperMiniCar,Illinois
2016-09-30,2016,Sep,0,89.98,0.9,53644,2303.0,3,68.42,0.5,2.6,4859.0,ExecutiveCar,Illinois
2016-10-31,2016,Oct,0,100.68,0.65,54432,1592.0,4,17.68,-2.87,1.1,2750.0,ExecutiveCar,New York
2016-10-31,2016,Oct,0,100.68,0.67,75919,1592.0,4,17.68,-2.87,1.1,2728.0,Sports,New York
2016-10-31,2016,Oct,0,100.68,0.66,17863,1592.0,4,17.68,-2.87,1.1,2743.0,SuperMiniCar,New York
2016-11-30,2016,Nov,0,125.46,0.81,51276,3761.0,7,52.35,0.66,2.8,3618.0,ExecutiveCar,Illinois
2016-11-30,2016,Nov,0,125.46,0.82,35490,3761.0,7,52.35,0.66,2.8,3616.0,MediumFamilyCar,Illinois
2016-11-30,2016,Nov,0,125.46,0.8,17501,3761.0,7,52.35,0.66,2.8,3633.0,SuperMiniCar,Illinois
2016-12-31,2016,Dec,0,104.13,1.14,20021,4229.0,3,41.14,-0.27,2.2,7156.0,SmallFamilyCar,California
2016-12-31,2016,Dec,0,104.13,1.19,16947,4229.0,3,41.14,-0.27,2.2,7181.0,SuperMiniCar,California
2016-12-31,2016,Dec,0,104.13,1.45,70853,4229.0,3,41.14,-0.27,2.2,7129.0,Sports,California
2017-01-31,2017,Jan,0,105.79,0.49,34124,3679.0,6,34.98,-0.18,1.5,1695.0,MediumFamilyCar,Illinois
2017-01-31,2017,Jan,0,105.79,0.41,16177,3679.0,6,34.98,-0.18,1.5,1704.0,SuperMiniCar,Illinois
2017-01-31,2017,Jan,0,105.79,0.38,74146,3679.0,6,34.98,-0.18,1.5,1692.0,Sports,Illinois
2017-01-31,2017,Jan,0,105.79,0.35,24569,3679.0,6,34.98,-0.18,1.5,1694.0,SmallFamilyCar,Illinois
2017-02-28,2017,Feb,0,111.61,0.48,73769,3106.0,5,49.2,0.29,1.6,867.0,Sports,Illinois
2017-02-28,2017,Feb,0,111.61,0.36,23191,3106.0,5,49.2,0.29,1.6,893.0,SmallFamilyCar,Illinois
2017-02-28,2017,Feb,0,111.61,0.49,55811,3106.0,5,49.2,0.29,1.6,878.0,ExecutiveCar,Illinois
2017-03-31,2017,Mar,0,95.37,0.9,38340,4798.0,5,53.32,0.08,2.2,3560.0,MediumFamilyCar,New York
2017-03-31,2017,Mar,0,95.37,1.0,50302,4798.0,5,53.32,0.08,2.2,3639.0,ExecutiveCar,New York
2017-03-31,2017,Mar,0,95.37,0.77,70574,4798.0,5,53.32,0.08,2.2,3582.0,Sports,New York
2017-03-31,2017,Mar,0,95.37,0.77,26353,4798.0,5,53.32,0.08,2.2,3572.0,SmallFamilyCar,New York
